path,role,size_bytes,sha256,duplicate_group
cove_bc4_v0_1/outputs/test_status.txt,cove_bc4_current_gauge_benchmark,98,0b7ede8c8682c95da8ee490cf24dab3160596fde2b4a9c8da2658980b3dec7fc,[]
cove_bc4_v0_1/outputs/validation_report.md,cove_bc4_current_gauge_benchmark,1295,76a145d8a609423f088ac0873348891c5bcc8f28e87225f461ff9dce597215b7,[]
cove_bc4_v0_1/requirements.txt,cove_bc4_current_gauge_benchmark,17,bec1ce7b97a5071bae2a2a3c7f276b73fe4caf6e95fa37fbd48dcccea081c4db,[]
cove_bc4_v0_1/src/__pycache__/cove_engine.cpython-313.pyc,cove_bc4_current_gauge_benchmark,22300,16cb399dd120d254a99df793ed14ff3bd9197fdf44fd5286d310077ed509e076,[]
cove_bc4_v0_1/src/cove_engine.py,cove_bc4_current_gauge_benchmark,15795,cf71dba42a8be431a939d32d58b23207e0b124015c6ce5896ac556ce707c8b73,[]
cove_bc4_v0_1/tests/__pycache__/test_cove_engine.cpython-313-pytest-9.0.2.pyc,cove_bc4_current_gauge_benchmark,13179,453817cbb2d620b8a69c941fccdd620a6926fa6b15f39e8e406b88a42c996a0f,[]
cove_bc4_v0_1/tests/test_cove_engine.py,cove_bc4_current_gauge_benchmark,1423,ba1fe486a9c2690932f00b04eba39cf7bf3760e9c86273ec13437e12d0c2807b,[]
cove_bc4_v0_1/theory/cove_axioms.md,cove_bc4_current_gauge_benchmark,2031,04ae9d6f895490de6966334ae6d6073dafafff81df218057281a1ffecd795848,[]
cove_bc4_v0_1/validation/ocean_validation_protocol.md,cove_bc4_current_gauge_benchmark,1456,3e6ad0b5fe31f7cee03cf91292c6eb2ae171e6eb1037b1cf541cd2d6a7f6861d,[]
cove_bc4_v0_1.zip,cove_bc4_current_gauge_benchmark,40193,3ed5a5d41132151a66e884a1e93aef2623d038e77b1c306d25dc558b2e94da17,[]
holon-main (1).zip,original_input_or_prior_material,2461536,e29875467b6d13ac6e33818d5b20da6398cf09523188f93d26a01491c8b35050,[]
isdlc-line-code-gauge-couplings-v0.2(1).md,original_input_or_prior_material,30832,314f58f2635f2881d7f073df577aaf9706dcd1d00fc4be6921293c3ef521327c,[]
mcc_candidate_v0/mcc_engine.py,legacy_mcc_v0_superseded,13202,756115b5e77c1079bf862684d00091a68830f4a485f9b345448d7da00cd393a6,[]
mcc_candidate_v0/mcc_manuscript.md,legacy_mcc_v0_superseded,7586,0a46ad4276b2babeb31ed02dd132948133478ff13807145768354ae31dd47687,[]
mcc_candidate_v0/mcc_manuscript.pdf,legacy_mcc_v0_superseded,44240,f3b06b69ae989527d9d32fb7fbef17016a45cb0071b3f4840e57541835c9d855,[]
mcc_candidate_v0/outputs/mcc_predictions.csv,legacy_mcc_v0_superseded,2036,7896ed55c1a380d1f3abe9a61999c7a19225bbed2716499a91d77a919704c03d,[]
mcc_candidate_v0/outputs/mcc_report.txt,legacy_mcc_v0_superseded,2462,92dddfa7be5eb7f3b2acdeaacd76708c7cf6f92a5944f354c7af84ff5205cb02,[]
mcc_candidate_v0.zip,legacy_mcc_v0_superseded,55967,0802b7dd53638340ae376972a26eb89381a566511beccb0334bd03f0eb8584a1,[]
ocean_zero_base_v1/.pytest_cache/.gitignore,ocean_validation_core,37,3ed731b65d06150c138e2dadb0be0697550888a6b47eb8c45ecc9adba8b8e9bd,"['cove_bc4_v0_1/.pytest_cache/.gitignore', 'ocean_zero_base_v1/.pytest_cache/.gitignore']"
ocean_zero_base_v1/.pytest_cache/CACHEDIR.TAG,ocean_validation_core,191,37dc88ef9a0abeddbe81053a6dd8fdfb13afb613045ea1eb4a5c815a74a3bde4,"['cove_bc4_v0_1/.pytest_cache/CACHEDIR.TAG', 'ocean_zero_base_v1/.pytest_cache/CACHEDIR.TAG']"
ocean_zero_base_v1/.pytest_cache/README.md,ocean_validation_core,302,73fd6fccdd802c419a6b2d983d6c3173b7da97558ac4b589edec2dfe443db9ad,"['cove_bc4_v0_1/.pytest_cache/README.md', 'ocean_zero_base_v1/.pytest_cache/README.md']"
ocean_zero_base_v1/.pytest_cache/v/cache/nodeids,ocean_validation_core,165,78b824cab674e3db40d8b701471c26700799793c8279dfe776d752ca858b316e,[]
ocean_zero_base_v1/README.md,ocean_validation_core,2364,b38f40a0fd81a99077c6131e49286d1f6a7741da45ed12f085dc14bb2a1ba4d3,[]
ocean_zero_base_v1/RESEARCH_INTEGRITY.md,ocean_validation_core,1665,be3dc56ee8ea487ecbd6a85fa39a688cc16819e6f08b1d6eb37d84946b9dcdbc,[]
ocean_zero_base_v1/START_TIME.json,ocean_validation_core,252,df8c30a8fe2cd7f26ad75a678d9171b2b0e37ca644f876b6ee7d0e31ef47163c,[]
ocean_zero_base_v1/manuscript/ocean_manuscript.md,ocean_validation_core,5628,3a94031caae87282f9e18e9a27b55a410ed0f9ed43d58cb31a4cb292c6c40338,[]
ocean_zero_base_v1/manuscript/ocean_manuscript.pdf,ocean_validation_core,7309,e461deb64e34083e164ec786b1285b32277da0eb608872e51b5f9014f67316a1,[]
ocean_zero_base_v1/outputs/baseline_report.md,ocean_validation_core,1115,abe586d664a08aaa097b6a5240cae9943c24a92a830ccee214a9ee4825873df6,[]
ocean_zero_base_v1/outputs/candidate_scan_summary.json,ocean_validation_core,2392,f53737d622c7ce1d39ca64c0c24de35467723b77aae999ba11430a8d24237e43,[]
ocean_zero_base_v1/outputs/candidate_scan_top20.csv,ocean_validation_core,4900,aa8c98206fc4075403b6042fc849d56566ad9441f1ff012a1fd4469a5ce62097,[]
ocean_zero_base_v1/outputs/predictions.csv,ocean_validation_core,1221,2445c0508baa89b60d5c366b9f9abe9678ee99f00111e2e85d91b3cbcb64d228,[]
ocean_zero_base_v1/outputs/test_status.txt,ocean_validation_core,7,2700165975f68815c97d605c56eca8e90d497ade1264b6282401d13fee99ac27,[]
ocean_zero_base_v1/requirements.txt,ocean_validation_core,23,a021d607e83568e61e611d061eadd204a247015e1e5dca70d3f65a55971ca113,[]
ocean_zero_base_v1/run_ocean.py,ocean_validation_core,231,e71ba0454ece90723c28a958dfddf14f92c57160f5c1ee82b237034215a42182,[]
ocean_zero_base_v1/scripts/enforce_timebox.py,ocean_validation_core,778,9e23a214e91c1b63c204cf49e567cb1045696d9c8c5697c9e3522979aa8d0da8,[]
ocean_zero_base_v1/src/ocean_engine.py,ocean_validation_core,15900,d4989276e65a76aa7502de23c97127905409706a97bd5b2e4ec5a1db1d281cec,[]
ocean_zero_base_v1/tests/test_engine.py,ocean_validation_core,931,e8708a1e0e980eda13ff4b78d45a15a7f95380cfcdb408af8fdba47237a736be,[]
ocean_zero_base_v1/theory/axioms.md,ocean_validation_core,2509,38fc1a1dc7036e225c48949a1bb863e5e35df0fc19d56d0cc2ecc69caa99d4b1,[]
ocean_zero_base_v1.zip,ocean_validation_core,24705,44438b51061679fcfd949d28cbccf0b778a23e0680917d6465ce029dbda4e3db,[]
octu_v0_1/START_HERE_ko.md,legacy_octu_field_content_branch,1315,ab9811e9c0722881d21c9e13acf5ea0a918e5537c6f08d3aa164ecedc87d49b8,[]
octu_v0_1/critique_response.md,legacy_octu_field_content_branch,1995,07115d0509a5c15233ed6f8f10aa0fc9d0b772bea6c985feaa1400e10c3fc949,[]
octu_v0_1/manuscript.md,legacy_octu_field_content_branch,9903,5a14b267b1abbc4e415b62e810b25c6ff9b3d5801108f1bb8034966e97bb29f7,[]
octu_v0_1/manuscript.pdf,legacy_octu_field_content_branch,12009,7bd7ab70cc59f78d2fe40fa77e41e2a2dbb000aa4c50bd07d6b69bb9f791aa46,[]
octu_v0_1/octu_engine.py,legacy_octu_field_content_branch,16684,e0f0c9c37abd8b355980c75fee1fe394c0ba5ddc7624c48fc922a659169f4e11,[]
octu_v0_1/outputs/octu_predictions.csv,legacy_octu_field_content_branch,1407,09f70ec3f4e2bf0ea5aa176762b2d432e06f95b3b59fcf093bc217e82b62d309,[]
octu_v0_1/outputs/octu_report.txt,legacy_octu_field_content_branch,3499,5c16c37598549395bf15724addb5d482f5da3f977f2e58ab29ccb3c919f484d4,[]
octu_v0_1/outputs/octu_results.json,legacy_octu_field_content_branch,10295,788f9512345c8ba787a12a94842c0de515bb04756070fc3c317995df332df273,[]
octu_v0_1/theory_definitions.md,legacy_octu_field_content_branch,3652,8a41806b7c482fe09108667be92d6d65427990ad98ae4d6dc62d96b8be058266,[]
octu_v0_1.zip,legacy_octu_field_content_branch,35007,d280df521f3876adf7e06b002b234c8de908437f377704e04a8ca159bca7a58d,[]
user-xNcLVYaos9BZTvYQvwadWwlz/2186bc90f7f847dca48f8b66470e6787/mnt/data/cove_bc4_v0_1/_renders/page-1.png,rendered_preview_images,266645,13e2ed17b68c208a405a2cb18941fa15be20121a32b2e7831496b66780688300,"['cove_bc4_v0_1/_renders/page-1.png', 'user-xNcLVYaos9BZTvYQvwadWwlz/2186bc90f7f847dca48f8b66470e6787/mnt/data/cove_bc4_v0_1/_renders/page-1.png']"
user-xNcLVYaos9BZTvYQvwadWwlz/2186bc90f7f847dca48f8b66470e6787/mnt/data/cove_bc4_v0_1/_renders/page-4.png,rendered_preview_images,135692,36ac47f5475e0222ba0825a03f4624dd88b292f7134eb48ad59d02ae00f9e72b,"['cove_bc4_v0_1/_renders/page-4.png', 'user-xNcLVYaos9BZTvYQvwadWwlz/2186bc90f7f847dca48f8b66470e6787/mnt/data/cove_bc4_v0_1/_renders/page-4.png']"
user-xNcLVYaos9BZTvYQvwadWwlz/2186bc90f7f847dca48f8b66470e6787/mnt/data/ocean_zero_base_v1/_renders/page-1.png,rendered_preview_images,294173,564b8e032e4dd2026fc95fef4e8258010ee42c25804d7f29c8a3993214a43e7c,[]
user-xNcLVYaos9BZTvYQvwadWwlz/2186bc90f7f847dca48f8b66470e6787/mnt/data/ocean_zero_base_v1/_renders/page-3.png,rendered_preview_images,93909,ffc8ef914e304a0258b22b44f2d49826f10d7791d973668463e420178aa8ea32,[]
붙여넣은 마크다운(1)(44).md,original_input_or_prior_material,14102,f8359c78d44de822ff0e229f5d2941c4b090c6d0487741fed3dce43f49b4794e,[]
